training_loss,validation_loss
0.8257218599319458,0.9319163960414928
0.6703428626060486,0.9164138239818614
0.6421365141868591,0.9187352703167841
0.6306136846542358,0.9072808721563318
0.6431918144226074,0.9011402889922425
0.4889039099216461,0.8857280336893522
0.5474503040313721,0.8753796966521294
0.4287753105163574,0.8715444698438539
0.4838600158691406,0.8718219654900687
0.3558831214904785,0.8596422462672978
0.42425036430358887,0.8511697302807818
0.36152157187461853,0.855837174824306
0.3047160804271698,0.8499892373661418
0.38144561648368835,0.8640116610369839
0.4294625222682953,0.8650080181740143
0.2552354335784912,0.8626370017345135
0.541862428188324,0.8479446159614311
0.3228336274623871,0.8563796150815356
0.33200007677078247,0.8727974924412403
0.3342304229736328,0.8693971738710509
0.4468834102153778,0.8479936601041438
0.3266826570034027,0.8547196113146268
0.3892594277858734,0.850249891097729
0.3374135196208954,0.8630496741651179
0.3036564886569977,0.8572348559295738
0.322313517332077,0.8533470054249187
0.33762142062187195,0.8614090713825855
0.24760976433753967,0.8821474562634478
0.32574936747550964,0.8699324497809777
0.28298360109329224,0.8589518607317747
0.44380077719688416,0.8484216587884086
0.3043217360973358,0.8489970217694293
0.225575253367424,0.8575283157956469
0.3969039022922516,0.8555615262670832
0.3568142056465149,0.8310254262043879
0.3177822530269623,0.8329308039539463
0.32436996698379517,0.8288398941794595
0.16838370263576508,0.8289501680122627
0.3562631905078888,0.8278301594021557
0.25680914521217346,0.8219809800713926
0.22443652153015137,0.8115866203884502
0.2391047477722168,0.7916182718434177
0.310517281293869,0.790494020823594
0.23848655819892883,0.8175827546434088
0.2536231577396393,0.8127563746420892
0.24735461175441742,0.8270215437962458
0.25637540221214294,0.816854735652169
0.2742384076118469,0.8105715814527574
0.32082879543304443,0.8263955044222402
0.2459324598312378,0.813611687539698
0.15399156510829926,0.8214565371419047
0.20189118385314941,0.8192600719221346
0.3247130513191223,0.8319966504862021
0.38035306334495544,0.8213652712958199
0.19699619710445404,0.824949155142019
0.24392187595367432,0.8106623639117231
0.1894446611404419,0.8016051551797888
0.2285919189453125,0.7715287870103187
0.2999067008495331,0.7406586028717377
0.24035201966762543,0.8009487239869086
0.23179927468299866,0.8053320521836752
0.28319475054740906,0.7788428428408863
0.3550194203853607,0.7832022794000395
0.2171785831451416,0.8085815677276025
0.2750726640224457,0.813941125031356
0.27423134446144104,0.8037035275291611
0.2479671984910965,0.8046675068991525
0.23190008103847504,0.791004995723347
0.24581599235534668,0.7585166208036653
0.2374100685119629,0.7686005031669533
0.24002590775489807,0.7917077207303309
0.16577687859535217,0.7695611079970559
0.17845411598682404,0.768688678086459
0.21960599720478058,0.7477442766283895
0.30750036239624023,0.7423906804441096
0.15103811025619507,0.7351933514678871
0.232110857963562,0.7497166532736558
0.25882700085639954,0.7421943211293482
0.22743086516857147,0.7476240023151859
0.21411995589733124,0.762041742330069
0.1981029063463211,0.7552871042555505
0.1874942034482956,0.7436698275608021
0.24906669557094574,0.7678767154504965
0.2010023593902588,0.7667503232484335
0.15839029848575592,0.7300256313858452
0.1471836417913437,0.7022599682703123
0.20281080901622772,0.7257895607214707
0.204568549990654,0.7664203290100936
0.224110946059227,0.7733878231310582
0.14680853486061096,0.7218434470040458
0.165883868932724,0.6772125749797612
0.14927558600902557,0.7228559635497711
0.2399609386920929,0.7382774018979334
0.19529931247234344,0.7227415363867205
0.16424672305583954,0.7623382040432521
0.12434601783752441,0.7506557002172365
0.16247108578681946,0.7079145030660944
0.2046639770269394,0.7038065856629676
0.16307170689105988,0.7402519171054547
0.18796057999134064,0.7104924995820601
0.15039744973182678,0.6883736357584105
0.1996561586856842,0.6755900808743068
0.24002408981323242,0.7228705313179519
0.22639217972755432,0.706636694761423
0.11931826919317245,0.6900675355733096
0.16823022067546844,0.7054851683941517
0.17797647416591644,0.726750366635375
0.18161922693252563,0.7620959327771113
0.15465204417705536,0.7480321795075804
0.18652372062206268,0.6628141986144768
0.1922280341386795,0.643438729611072
0.14636434614658356,0.7017427944875025
0.21904993057250977,0.6996413587213872
0.2750924229621887,0.6728778710732093
0.15288272500038147,0.71213536799609
0.1589675396680832,0.6751804450056055
0.15515382587909698,0.6835330980164664
0.13889901340007782,0.6926002915088947
0.1353200227022171,0.6660521089375674
0.18865962326526642,0.6763084340881516
0.23269875347614288,0.6932445220894866
0.15457426011562347,0.7037781752072848
0.16282153129577637,0.7200099694859851
0.09379883110523224,0.7030752530464759
0.17078809440135956,0.6716572183829087
0.16828188300132751,0.6485755207774403
0.182949960231781,0.6361861851189162
0.13225118815898895,0.6502616785384796
0.1934686154127121,0.6594140418283232
0.17373250424861908,0.6083567895732083
0.20054197311401367,0.6285762249768435
0.08897320181131363,0.7160797892036018
0.16062989830970764,0.7174401748311389
0.23659439384937286,0.678180822304317
0.24851222336292267,0.6677224884976397
0.16087518632411957,0.6393372272397135
0.11986352503299713,0.65112852198737
0.1628345102071762,0.6610528689164382
0.2083614319562912,0.6399498850434691
0.18719811737537384,0.5861987281631638
0.2497987300157547,0.6187367815892775
0.15246914327144623,0.6438187753761208
0.12269657105207443,0.6092830516479828
0.07516392320394516,0.5952191582092872
0.1513284295797348,0.6279715031057924
0.16728292405605316,0.6597974713032062
0.1547572761774063,0.6912077835627964
0.1896674782037735,0.6511633062100672
0.11644301563501358,0.5744043225115472
0.19532206654548645,0.6467996639209789
0.16198505461215973,0.7072809227220305
0.1776745766401291,0.6698400548526219
0.1442597508430481,0.5745160406107431
0.14504937827587128,0.5547160306474664
0.18585288524627686,0.6270060110223162
0.1847110241651535,0.6587336351583292
0.12605738639831543,0.5877064499226246
0.16688776016235352,0.5497474283962459
0.11936304718255997,0.5728860458174905
0.10856380313634872,0.5954060439880078
0.11619925498962402,0.6169474779904544
0.11799513548612595,0.6175424361621941
0.13308314979076385,0.6146235269504589
0.17088980972766876,0.6179932499979879
0.14167863130569458,0.6134052214386699
0.12297534942626953,0.5520783040549729
0.20352481305599213,0.5810997021067273
0.13999514281749725,0.6312163858623295
0.11623366177082062,0.5827980424676623
0.10013546049594879,0.5602692807768728
0.1500304788351059,0.5616720010946085
0.06372812390327454,0.6257968964157524
0.0828992947936058,0.5972405023627229
0.07544851303100586,0.5567776285685025
0.14880706369876862,0.570522067638544
0.12165796011686325,0.5828125794510265
0.12540896236896515,0.5953379342189202
0.08380710333585739,0.5386807335602058
0.09869223833084106,0.5789766039822127
0.0819094106554985,0.6243205096695449
0.10743574053049088,0.593914195731446
0.07726006954908371,0.5379902654951745
0.08925133943557739,0.5268320726169334
0.06955592334270477,0.5882326240067953
0.09161903709173203,0.594623137306381
0.08845420926809311,0.5784473448664278
0.08504869788885117,0.5635783626483037
0.11991677433252335,0.5486899542284536
0.17043082416057587,0.4977915955113841
0.08185350149869919,0.5017250874540308
0.14888209104537964,0.5183241743962843
0.10776130110025406,0.5047720998198122
0.15718603134155273,0.5535024162177201
0.08776463568210602,0.556112744978496
0.1490587443113327,0.5322561981258812
0.11149483919143677,0.5330481139513162
0.1512003391981125,0.511787915950293
0.09761259704828262,0.5192032158374786
0.06307881325483322,0.5374679768478478
0.06367360055446625,0.5323357257869218
0.09039707481861115,0.4976031534619384
0.1620425283908844,0.5138994841785222
0.09781771153211594,0.5866416168736888
0.1326863318681717,0.5820745930566893
0.11596238613128662,0.600995238665696
0.12084108591079712,0.6177556521289951
0.08470351994037628,0.5594310688448476
0.1032630205154419,0.5533625555562449
0.07725599408149719,0.47526125364251187
0.13654349744319916,0.47506263328122567
0.12907952070236206,0.5135861998730964
0.06542661041021347,0.515082237484691
0.12776057422161102,0.5426576851488469
0.08582611382007599,0.5845674872398376
0.11487453430891037,0.5426645075881874
0.05553088337182999,0.5029700480319641
0.10208096355199814,0.5568472605485183
0.04607367888092995,0.5875467098021245
0.06164390966296196,0.5550877563246004
0.07597675919532776,0.4900530439156752
0.11193635314702988,0.5004399448305696
0.060097407549619675,0.5089783141246209
0.08795001357793808,0.5356279388888852
0.10454541444778442,0.5610377320221492
0.07307592034339905,0.520745337336928
0.0836421474814415,0.5257807956947075
0.08000678569078445,0.554484126332042
0.12550519406795502,0.4848988229756827
0.1576690673828125,0.454481486763273
0.12941204011440277,0.4864249425929981
0.09514375776052475,0.5417684922506522
0.08809006214141846,0.5318384304806426
0.11167126148939133,0.539269398529451
0.07964974641799927,0.519278347819716
